date_time,Hospitals,Offices,Restaurants,Schools,Shops,SFH,MFH,temperature,signal
 02/13  13:00:00,0.000198461,0.000232188,0.000413037,0.000371407,0.000128183,0.000173567,0.000616031,7.4,52.76
 02/13  14:00:00,0.000182143,0.000259714,0.000240191,0.000214499,0.000125048,8.67837E-05,0.000381298,8.1,50.23
 02/13  15:00:00,0.000184868,0.000364786,9.43778E-08,0.000276082,0.000138461,0,3.05972E-06,8.5,50.23
 02/13  16:00:00,0.000160666,0.000414146,1.24959E-07,0.000294106,0.00011151,0,7.59576E-05,8.6,50.68
 02/13  17:00:00,0.000171013,0.000268486,9.26977E-08,0.000292926,0.000106673,0,0.000120471,8.1,51.07
 02/13  18:00:00,0.000175295,6.42611E-05,0,1.9578E-05,0.000104577,8.67837E-05,0.000600812,7.3,54.17
 02/13  19:00:00,0.000132377,0,9.27817E-05,2.72506E-06,0.000101939,0.000173567,0.000471518,6.6,57.2
 02/13  20:00:00,9.54441E-05,4.99431E-07,6.79745E-05,0.000105132,3.01876E-05,0.000173567,0.000364915,5.9,56.79
 02/13  21:00:00,0.000110256,0,0.000215805,0,0,0.000173567,0.000422091,5.2,55.45
 02/13  22:00:00,0.000114135,0.00023075,0.000307889,0,3.57316E-05,0.000216959,0.00047535,4.5,48.14
 02/13  23:00:00,8.24665E-05,0.00031364,0.000338919,0.000196004,0.000187812,0,2.72041E-05,3.8,48.19
 02/13  24:00:00,0.000111034,0.000372204,0.000360842,0.000224917,0.000187812,0,0.000139747,3.1,43.6
 02/14  01:00:00,0.000137905,0.000459656,0.000394698,0.00026765,0.000187812,0,0.000187506,1.9,44.18
 02/14  02:00:00,0.00016819,0.00056776,0.000439125,0.000326528,0.000187812,0,0.000240514,0.6,42.92
 02/14  03:00:00,0.000198631,0.000676652,0.000485141,0.000387008,0.000187812,0,0.000293583,-0.7,42.62
 02/14  04:00:00,0.000222442,0.000758898,0.000517328,0.000433831,0.000187812,0,0.000330515,-1.5,42.06
 02/14  05:00:00,0.000242867,0.000823571,0.000542825,0.000468788,0.000187812,0,0.000355282,-2.2,42.9
 02/14  06:00:00,0.000298707,0.000881133,0.000565695,0.000499299,0.000187812,0,0.000371336,-2.8,45.05
 02/14  07:00:00,0.000304399,0.000931571,0.000584359,0.000525406,0.000187812,0.000621899,0.000932893,-3.3,52.21
 02/14  08:00:00,0.000399051,0.000589966,1.34173E-05,0.000578352,6.81654E-05,0.000536233,0.000695886,-3.4,60.19
 02/14  09:00:00,0.000373745,0.000661857,0.000217056,0.000588705,5.81931E-05,0,0.000161782,-3.2,62.04
 02/14  10:00:00,0.000373034,0.000919786,0.000190489,0.000764992,0.000112606,0,0.000257416,-2.5,57.09
 02/14  11:00:00,0.000351288,0.00101117,0.000208806,0.00076693,0.000142143,0,0.000249774,-2.1,55.4
 02/14  12:00:00,0.000327448,0.000708915,0.000375793,0.000688982,0.000116504,0,0.000225386,-2.4,53.42
 02/14  13:00:00,0.000296714,0.000417666,0.000637172,0.000700903,0.000104035,0.000173567,0.000722334,-2.4,50.43
 02/14  14:00:00,0.00029408,0.000446908,0.000407456,0.000398663,9.9779E-05,8.67837E-05,0.000467708,-2.4,48.95
 02/14  15:00:00,0.000271306,0.000810559,8.56552E-06,0.000571762,8.3051E-05,0,5.12857E-05,-2.8,46.83
 02/14  16:00:00,0.000298192,0.000791794,9.82854E-08,0.0006334,8.63193E-05,0,0.000176253,-2.3,48.97
 02/14  17:00:00,0.00026151,0.000452058,1.38205E-07,0.000684633,0.000144293,0,0.000232069,-2.4,51.87
 02/14  18:00:00,0.000291041,0.0001735,8.15257E-06,0.000427655,0.000159349,8.67837E-05,0.000788848,-2.8,55.58
 02/14  19:00:00,0.000235525,0,0.000164953,6.02035E-05,0.000107961,0.000173567,0.000680046,-3.3,59.93
 02/14  20:00:00,0.000182856,0,0.000177111,1.1625E-06,2.32913E-05,0.000173567,0.000576191,-3.9,59.95
 02/14  21:00:00,0.00020064,0,0.000368518,1.76471E-05,3.57981E-05,0.000173567,0.00065265,-4.4,55.04
 02/14  22:00:00,0.000189237,0,0.000555686,0.000603082,0.000187812,0.000216959,0.000730985,-4.9,50.46
 02/14  23:00:00,0.000222652,0.000849592,0.000606766,0.000626751,0.000187812,0,0.00020246,-5.4,49.53
 02/14  24:00:00,0.00023587,0.000941073,0.000635584,0.000652937,0.000187812,0,0.000355217,-5.9,45.29
 02/15  01:00:00,0.000243446,0.000983935,0.000645808,0.000663711,0.000187812,0,0.000415398,-5.8,43.56
 02/15  02:00:00,0.000255329,0.001006433,0.000648467,0.00066746,0.000187812,0,0.000453101,-5.8,40.95
 02/15  03:00:00,0.000266727,0.001028658,0.000649956,0.00066966,0.000187812,0,0.000475986,-5.8,40.59
 02/15  04:00:00,0.000276749,0.001045144,0.000651742,0.000673065,0.000187812,0,0.000490841,-5.8,40.1
 02/15  05:00:00,0.000285336,0.001061823,0.000654178,0.000676299,0.000187812,0,0.000499948,-5.8,40.44
 02/15  06:00:00,0.000293142,0.001077815,0.000656275,0.000677489,0.000187812,0,0.000500675,-5.9,43.79
 02/15  07:00:00,0.000301088,0.000144904,3.29893E-06,0.000680774,0.000187812,0.000718009,0.001069392,-5.9,52.57
 02/15  08:00:00,0.000455786,0.000593873,1.91337E-05,0.000344186,0.000281804,0.000602915,0.00080155,-6,59.08
 02/15  09:00:00,0.000394232,0.000690003,0.000217336,0.000846877,0.00010237,0,0.000201605,-4.6,61.25
 02/15  10:00:00,0.000406673,0.000981143,0.00019491,0.000687072,8.59646E-05,0,0.00028125,-2.7,55.25
 02/15  11:00:00,0.00034249,0.001008675,0.000197063,0.000867966,0.000116514,0,0.000216406,-0.7,52.08
 02/15  12:00:00,0.000298193,0.000734139,0.000443331,0.000649834,9.523E-05,0,0.000100922,1,45.44
 02/15  13:00:00,0.000255756,0.000271119,0.00057106,0.000517319,0.000111667,0.000173567,0.000512418,2.2,45.19
 02/15  14:00:00,0.000237302,0.000250591,0.000343198,0.000718922,0.000116763,8.67837E-05,0.000200445,3,43.54
 02/15  15:00:00,0.000218205,0.00047735,3.04589E-07,0.000448505,9.80944E-05,0,0,3.4,43.37
 02/15  16:00:00,0.000223897,0.00046395,1.04873E-07,0.00061825,8.65213E-05,0,0,3.3,44.15
 02/15  17:00:00,0.000205901,0.000294569,1.34868E-07,0.00061026,0.000159556,0,0,2.4,48.8
 02/15  18:00:00,0.000239157,5.26268E-05,1.08889E-08,0.0001444,9.8715E-05,8.67837E-05,0.000504678,1,52.93
 02/15  19:00:00,0.000175538,0,0.000126419,5.63205E-05,0.000116879,0.000173567,0.000478801,0.5,55.71
 02/15  20:00:00,0.000121128,0,0.000126503,9.68915E-06,2.03048E-05,0.000173567,0.000418982,0,54.97
 02/15  21:00:00,0.000154108,5.82114E-07,0.000261513,0.000298687,4.43172E-06,0.000176143,0.000500698,-0.4,49.25
 02/15  22:00:00,0.00018221,0,0.000509421,1.52432E-05,0,0.000303109,0.000571753,-0.9,45.86
 02/15  23:00:00,0.00013435,0.000358911,0.000405169,0.000484826,0.000187812,0,9.04948E-05,-1.4,46.03
 02/15  24:00:00,0.000160751,0.000404318,0.000409007,0.000480236,0.000187812,0,0.00022137,-1.8,44.03
 02/16  01:00:00,0.000180401,0.000428883,0.000409564,0.000488081,0.000187812,0,0.000267506,-2,43.96
 02/16  02:00:00,0.000192727,0.000451996,0.000410665,0.000492784,0.000187812,0,0.000308982,-2.1,42.05
 02/16  03:00:00,0.000203954,0.000469522,0.000411416,0.000493425,0.000187812,0,0.000339097,-2.3,39.96
 02/16  04:00:00,0.000214521,0.000483878,0.000411686,0.000497136,0.000187812,0,0.000359983,-2.4,39.23
 02/16  05:00:00,0.000223511,0.000500155,0.000413156,0.000501742,0.000187812,0,0.000376492,-2.4,39.47
 02/16  06:00:00,0.000258758,0,0,0.000503486,0.000187812,0,0.000381458,-2.5,39.91
 02/16  07:00:00,0.000286165,5.41704E-05,3.12484E-08,0.000505863,0.000187812,0.000783767,0.000936238,-2.5,42.28
 02/16  08:00:00,0.000335743,0.000342632,4.0065E-07,0.000581099,0.000173405,0.000619715,0.000689344,-2.5,46.45
 02/16  09:00:00,0.000320082,0.000460485,0.000159461,0.000656178,6.42838E-05,0,0.000148413,-1.1,49.2
 02/16  10:00:00,0.000308899,0.000693828,0.00014572,0.000599444,8.60927E-05,0,0.000221507,0.7,50.33
 02/16  11:00:00,0.000268407,0.000771649,0.000153264,0.00064161,7.42733E-05,0,0.000193022,2.8,46.65
 02/16  12:00:00,0.000211551,0.00055798,0.000315712,0.000648881,0.000169107,0,0.000127607,4.5,41.46
 02/16  13:00:00,0.000198704,0.000302209,0.000480414,0.000334997,0.000105889,0.000173567,0.000465748,5.7,40.91
 02/16  14:00:00,0.000150354,0.000334501,0.00028379,0.000394075,0.000118416,8.67837E-05,0.000151314,6.5,38.48
 02/16  15:00:00,0.000141454,0.000518228,1.71329E-07,0.000446416,9.37843E-05,0,0,6.9,38
 02/16  16:00:00,0.000147802,0.000577054,1.16376E-07,0.000353724,8.39599E-05,0,0,6.9,37.86
 02/16  17:00:00,0.000128707,0.000387355,8.92178E-08,0.000356328,0.000106884,0,0,6.2,40.89
 02/16  18:00:00,0.000151139,0.00018231,2.87708E-08,0.000298538,0.000174104,8.67837E-05,5.75773E-05,4.9,49.77
 02/16  19:00:00,0.000103657,0,8.95087E-05,0,0.000100434,0.000173567,0.000219381,4.6,51.25
 02/16  20:00:00,8.80648E-05,0,7.18024E-05,0,5.47746E-05,0.000173567,0.000212003,4.2,51.98
 02/16  21:00:00,9.72006E-05,0,0.000230843,0,0,0.00019596,0.000310256,3.8,48.41
 02/16  22:00:00,0.000107686,0.000257961,0.000318323,0,0,0.000344884,0.000389984,3.4,43.09
 02/16  23:00:00,6.40114E-05,0.000297937,0.000328368,0.000227658,0.000187812,0,0,3,43.69
 02/16  24:00:00,6.40114E-05,0.000319906,0.000334035,0.000250836,0.000187812,0,9.86038E-05,2.7,42.03
 02/17  01:00:00,6.80457E-05,0.000366255,0.00034286,0.000276305,0.000187812,0,0.000155146,2.3,40.96
 02/17  02:00:00,7.57377E-05,0.000395393,0.00034712,0.000301386,0.000187812,0,0.000184865,1.9,38.12
 02/17  03:00:00,9.00699E-05,0.000411516,0.000347044,0.000325558,0.000187812,0,0.000212231,1.5,37.04
 02/17  04:00:00,0.000102279,0.000434162,0.000351755,0.0003427,0.000187812,0,0.000235014,1.3,36.52
 02/17  05:00:00,0.000113522,0.000454615,0.000355798,0.000354397,0.000187812,0,0.00025191,1.2,37.03
 02/17  06:00:00,0.000198439,0,0,0.000365226,0.000187812,0,0.000258385,1.1,36.54
 02/17  07:00:00,0.000219653,3.09043E-05,0,0.00010576,2.67642E-05,0.000769812,0.000786663,0.9,38.43
 02/17  08:00:00,0.000239069,4.30998E-05,0,0.000105392,2.1305E-05,0.000588445,0.000559915,1,42.09
 02/17  09:00:00,0.000247483,7.02785E-06,0.000140696,8.9101E-05,7.89208E-05,0,7.95916E-05,2.5,43.14
 02/17  10:00:00,0.000257521,0,0.00013247,6.46676E-05,8.81788E-05,0,0.00017342,4.6,42.35
 02/17  11:00:00,0.000216683,0,0.0001214,4.3432E-05,0.000125186,0,0.000193977,6,41.76
 02/17  12:00:00,0.000207501,0,0.000249165,2.30182E-05,9.2543E-05,0,0.000189746,7.3,40.67
 02/17  13:00:00,0.000212212,0,0.000429176,1.37131E-05,0.000113399,0.000173567,0.000618533,8.2,39.57
 02/17  14:00:00,0.000190701,0,0.00022192,5.19866E-06,9.33188E-05,8.67837E-05,0.000118417,9.7,37.18
 02/17  15:00:00,0.000209022,0,0,2.50556E-06,9.86805E-05,0,0,10.2,36.56
 02/17  16:00:00,0.000182132,0,0,2.73766E-06,9.30307E-05,0,0,10.4,36.89
 02/17  17:00:00,0.000180701,0,0,7.65614E-06,0.00011661,0,0,9.8,39.51
 02/17  18:00:00,0.000198323,0,0,3.05936E-05,0.000129595,8.67837E-05,5.8588E-05,8.5,45.63
 02/17  19:00:00,0.000159421,2.14069E-06,0.000102917,3.75707E-05,7.39679E-05,0.000173567,0.00019199,7.5,50.83
 02/17  20:00:00,0.000118405,0,8.63188E-05,9.22654E-07,2.58086E-05,0.000173567,0.000185461,6.6,50.2
 02/17  21:00:00,0.000141053,0,0.000229319,1.08489E-05,0,0.000173567,0.000286393,5.6,46.89
 02/17  22:00:00,0.000144829,0,0.000382453,2.78941E-05,0,0.000216959,0.000369861,4.6,42.37
 02/17  23:00:00,9.13569E-05,0.000487718,0.000318831,0.000347893,0.000187812,0,0,3.7,42.96
 02/17  24:00:00,0.000110006,0.000513486,0.000332799,0.000391054,0.000187812,0,8.79569E-05,2.7,43.46
 02/18  01:00:00,0.000128646,0.000538975,0.000347898,0.000439463,0.000187812,0,0.000159156,1.6,40.02
 02/18  02:00:00,0.000145693,0.000577538,0.000366087,0.000494195,0.000187812,0,0.000201942,0.4,39.06
 02/18  03:00:00,0.000165451,0.000615806,0.000383268,0.000551642,0.000187812,0,0.000243895,-0.8,38.04
 02/18  04:00:00,0.000176844,0.000643956,0.000396648,0.000592151,0.000187812,0,0.000279164,-1.4,37.07
 02/18  05:00:00,0.000184572,0.000669357,0.000407734,0.000624729,0.000187812,0,0.000308584,-2.1,37.74
 02/18  06:00:00,0.000223947,4.27824E-05,0,0.000651283,0.000187812,0,0.000329167,-2.6,41.11
 02/18  07:00:00,0.000269408,0.000144139,0,0.000190564,0,0.000669365,0.000880982,-3,49.57
 02/18  08:00:00,0.00028731,0.000147033,0,0.00018735,0,0.000544463,0.000641692,-3.1,54.9
 02/18  09:00:00,0.000273937,0.000103894,0,0.000151716,0,0,9.35965E-05,-2,56.06
 02/18  10:00:00,0.000274962,6.0223E-05,0,0.000111108,0,0,0.000158872,-0.5,52.74
 02/18  11:00:00,0.000245434,3.0424E-05,0,6.98856E-05,0,0,6.84491E-05,1.1,51.83
 02/18  12:00:00,0.000258819,8.11306E-06,0,4.35971E-05,0,0,0,2.4,49.74
 02/18  13:00:00,0.000270298,3.45721E-05,0,2.5632E-05,0,0.000173567,0.000137905,3.3,47.54
 02/18  14:00:00,0.000227751,9.65578E-06,0,1.08334E-05,0,8.67837E-05,3.25738E-05,4.1,46.38
 02/18  15:00:00,0.000196457,0,0,5.51834E-06,0,0,0,4.6,45.86
 02/18  16:00:00,0.000214754,1.25057E-06,0,6.0836E-06,0,0,0,4.5,47.08
 02/18  17:00:00,0.000212041,1.33701E-05,0,1.27995E-05,0,0,0,3.7,50.73
 02/18  18:00:00,0.000235477,5.9292E-05,0,3.76853E-05,0,8.67837E-05,7.42571E-05,2.4,52.77
 02/18  19:00:00,0.000192649,6.95361E-05,0,5.44278E-05,0,0.000173567,0.000235011,2,55.13
 02/18  20:00:00,0.000163179,4.70579E-06,0,7.18239E-06,0,0.000173567,0.00022646,1.7,54.02
 02/18  21:00:00,0.000157934,2.46488E-05,0,2.20371E-05,0,0.000173567,0.000331326,1.3,51.92
 02/18  22:00:00,0.000123765,0.00071452,0.000417923,3.84957E-05,0,0.000216959,0.000409858,1,46.97
 02/18  23:00:00,0.000136815,0.00074263,0.000437868,5.37659E-05,0,0,5.38078E-06,0.6,46.83
 02/18  24:00:00,0.000149617,0.000774963,0.000453017,0.000489071,0.000187812,0,0.000118857,0.3,43.96
 02/19  01:00:00,0.000156625,0.000785392,0.000461929,0.000493454,0.000187812,0,0.000179015,0.5,43.12
 02/19  02:00:00,0.0001624,0.000799633,0.000469865,0.000489581,0.000187812,0,0.000208545,0.7,41.09
 02/19  03:00:00,0.000166358,0.000812592,0.000477108,0.000484599,0.000187812,0,0.0002337,0.9,42.52
 02/19  04:00:00,0.000170308,0.000827782,0.000483298,0.000479612,0.000187812,0,0.000254036,1.1,40.47
 02/19  05:00:00,0.000173636,0.00083434,0.000487786,0.000476842,0.000187812,0,0.000270565,1.3,40.46
 02/19  06:00:00,0.000176604,9.18686E-05,0,0.000475529,0.000187812,0,0.000278813,1.4,46.23
 02/19  07:00:00,0.000277111,0.000188608,1.43552E-06,0.000432136,3.76847E-05,0.000235924,0.00081266,1.6,51.23
 02/19  08:00:00,0.00028582,0.000575788,1.2974E-05,0.000229527,6.65842E-05,0.000257241,0.000584475,1.5,54.96
 02/19  09:00:00,0.000319734,0.00059415,0.00017548,0.000541377,0.000103387,0,9.67361E-05,1.3,55.19
 02/19  10:00:00,0.000304721,0.000817347,0.000158454,0.000615893,0.000152396,0,0.000190363,2.2,54.69
 02/19  11:00:00,0.000273288,0.000688382,0.000137476,0.00053941,0.000104375,0,0.000191378,2.6,53.44
 02/19  12:00:00,0.000251383,0.000386446,0.000255039,0.000358995,8.28516E-05,0,0.000175165,2.9,52.05
 02/19  13:00:00,0.000254417,0.000151437,0.00034089,0.000292188,8.81591E-05,0.000173567,0.000626622,2.9,51.09
 02/19  14:00:00,0.000239368,0.000100656,0.000179312,0.000191751,0.000119135,8.67837E-05,0.000178308,5.2,50.53
 02/19  15:00:00,0.00024907,0.000232216,1.60391E-07,0.000335425,0.00011149,0,0,6.6,49.43
 02/19  16:00:00,0.000245284,0.000294716,9.99358E-08,0.000309416,0.000114729,0,0,7.3,49.97
 02/19  17:00:00,0.000232412,0.000216461,1.12985E-07,0.000285732,0.000112399,0,0,7.5,50.2
 02/19  18:00:00,0.000236442,4.57271E-05,0,0.000227744,0.000145722,8.67837E-05,0.000164668,6.9,52.03
 02/19  19:00:00,0.000165804,4.9906E-07,9.59788E-05,1.67245E-06,9.55404E-05,0.000173567,0.000242783,6.7,54.38
 02/19  20:00:00,0.00013347,0,6.28161E-05,0,2.01472E-05,0.000173567,0.000211847,6.6,55.03
 02/19  21:00:00,0.000144546,0,0.000199916,0,0,0.000173567,0.000298907,6.5,53.14
 02/19  22:00:00,0.000143783,0,0.000298546,0,0,0.000216959,0.000372957,6.4,50.62
 02/19  23:00:00,0.000169295,0.000203411,0.000307191,0.000174406,0.000187812,0,0,6.2,50.69
 02/19  24:00:00,0.000104421,0.000269368,0.000325684,0.000203846,0.000187812,0,7.08808E-05,6.1,49.7
 02/20  01:00:00,0.000127886,0.00031424,0.000338831,0.000233496,0.000187812,0,0.000136489,5.7,43.09
 02/20  02:00:00,0.000147032,0.000357949,0.000352518,0.000263628,0.000187812,0,0.00017509,5.3,41.08
 02/20  03:00:00,0.000165642,0.000396806,0.000364945,0.000293632,0.000187812,0,0.000212356,4.8,39.95
 02/20  04:00:00,0.000179014,0.000429153,0.000374193,0.000316867,0.000187812,0,0.000243063,4.6,39.03
 02/20  05:00:00,0.000190631,0.000457139,0.000382167,0.000334865,0.000187812,0,0.000267121,4.3,38.76
 02/20  06:00:00,0.00022568,0.000479166,0.000388268,2.11278E-05,0,0,0.000281653,3.8,40.99
 02/20  07:00:00,0.000285642,0.000499133,0.000392281,0.000138258,3.36726E-05,0.000130562,0.00082333,3.9,48.31
 02/20  08:00:00,0.000350749,0.000444147,2.97354E-06,0.000469076,5.80971E-05,0.000123665,0.000576937,4,54.4
 02/20  09:00:00,0.000294577,0.000443129,0.000152503,0.000496618,6.35819E-05,0,3.15748E-05,5.2,55.07
 02/20  10:00:00,0.000272624,0.000686934,0.000146119,0.000397474,0.000108443,0,8.9672E-05,6,53.03
 02/20  11:00:00,0.000239538,0.000576932,0.000123911,0.000392087,0.00010201,0,1.62554E-05,6.3,52.11
 02/20  12:00:00,0.000205796,0.00037489,0.000259618,0.000260718,0.000110313,0,0,6.1,50.75
 02/20  13:00:00,0.000146474,9.7164E-05,0.0003234,0.000182255,0.000130112,0.000173567,6.51476E-05,6.9,48.99
 02/20  14:00:00,0.000118926,9.84899E-05,0.000188865,0.000118552,0.000123405,8.67837E-05,3.25738E-05,7.5,46.49
 02/20  15:00:00,0.000120809,0.000218253,7.89661E-08,9.11063E-05,0.000133225,0,0,8.4,47.25
 02/20  16:00:00,0.000122513,0.000255673,9.67793E-08,0.000143621,7.03253E-05,0,0,8.9,47.4
 02/20  17:00:00,9.96615E-05,0.000187282,1.21043E-07,0.00012566,0.000126991,0,0,8.6,48.86
 02/20  18:00:00,0.000127439,2.27162E-05,0,2.07141E-06,0.000126721,8.67837E-05,3.25738E-05,8,52.1
 02/20  19:00:00,7.70918E-05,0,7.42009E-05,0,0.000100525,0.000173567,6.51476E-05,7.7,53.59
 02/20  20:00:00,7.15402E-05,0,4.75493E-05,0,2.60303E-05,0.000173567,6.51476E-05,7.5,54.06
 02/20  21:00:00,6.85942E-05,5.27843E-07,0.000192826,2.69184E-05,4.5492E-06,0.000173567,6.51476E-05,7.3,51.09
 02/20  22:00:00,6.40114E-05,4.28138E-05,0.000234861,0,3.58252E-05,0.000216959,9.69936E-05,7.1,48.6
 02/20  23:00:00,6.40114E-05,6.91917E-05,0.000252088,4.75951E-06,0.000187812,0,0,6.9,46.62
 02/20  24:00:00,6.40114E-05,9.78031E-05,0.000260791,1.61855E-05,0.000187812,0,0,6.7,43.17
 02/21  01:00:00,6.60981E-05,0.000128173,0.000266853,2.35091E-05,0.000187812,0,0,6.6,40.92
 02/21  02:00:00,7.24627E-05,0.000150146,0.000270644,2.73792E-05,0.000187812,0,0,6.4,39.05
 02/21  03:00:00,8.3903E-05,0.000170775,0.000273967,3.16851E-05,0.000187812,0,0,6.6,38.54
 02/21  04:00:00,9.68487E-05,0.000185575,0.000275224,3.68488E-05,0.000187812,0,2.89192E-05,6.5,38.03
 02/21  05:00:00,0.000107466,0.00020031,0.000276793,3.97498E-05,0.000187812,0,6.0119E-05,6.5,38
 02/21  06:00:00,0.000116161,0.000214947,0.000279092,0,0,0,7.2113E-05,6.6,39.64
 02/21  07:00:00,0.000256577,0.000227897,0.000281125,2.97061E-05,3.17713E-05,0.000130176,0.000535118,6.6,49.96
 02/21  08:00:00,0.000244453,0.00033575,2.46454E-06,0.000290062,7.83149E-05,8.67837E-05,0.000351952,6.7,55.18
 02/21  09:00:00,0.0002316,0.000275276,0.000101573,0.00029737,9.2149E-05,0,0,7.6,54.09
 02/21  10:00:00,0.000202952,0.000386799,8.48437E-05,0.000259392,7.94922E-05,0,0,8.7,52.67
 02/21  11:00:00,0.000166612,0.000379995,8.44304E-05,0.000207035,9.24223E-05,0,0,9.9,51.67
 02/21  12:00:00,0.000138404,0.000202789,0.00018099,0.000209321,0.000121802,0,0,10.9,51.06
 02/21  13:00:00,8.6803E-05,3.74012E-05,0.000243652,8.98756E-05,0.000128585,0.000173567,0.000344242,11.7,49.44
 02/21  14:00:00,7.23331E-05,3.1981E-05,0.000130353,0.000123725,0.000145734,8.67837E-05,0.000149672,12.2,48.59
 02/21  15:00:00,5.69918E-05,7.55998E-05,1.65879E-07,0.00014753,9.35602E-05,0,0,12.4,49.03
 02/21  16:00:00,5.77424E-05,6.69782E-05,1.12818E-07,0.000123712,0.000106069,0,0,12.4,49.09
 02/21  17:00:00,6.18245E-05,4.1593E-05,7.88218E-08,0.000115301,0.00012393,0,0,12,48.99
 02/21  18:00:00,7.63442E-05,5.58519E-06,0,1.3233E-06,9.75821E-05,8.67837E-05,0.000293991,11.3,51.01
 02/21  19:00:00,6.802E-05,0,2.53293E-05,0,0.000111185,0.000173567,0.000226155,10.7,52.58
 02/21  20:00:00,7.21225E-05,0,2.45887E-05,1.27728E-05,2.67765E-05,0.000173567,0.000164903,9.7,52.17
 02/21  21:00:00,5.59483E-05,5.35049E-07,0.000120975,0,0,0.000173567,0.000233324,9.7,51.75
 02/21  22:00:00,6.79369E-05,0,0.00020548,3.36247E-06,0.000187812,0.000216959,0.000281105,9.4,45.96
 02/21  23:00:00,6.37063E-05,3.20984E-05,0.000139818,3.36247E-06,0.000187812,0,0,9,46.8
 02/21  24:00:00,6.40114E-05,3.20984E-05,0.000159235,3.36247E-06,0.000187812,0,0,8.5,40.53
 02/22  01:00:00,6.40114E-05,3.20984E-05,0.000176402,3.36247E-06,0.000187812,0,1.73661E-05,8,43.47
 02/22  02:00:00,6.40114E-05,3.20984E-05,0.000191919,3.36247E-06,0.000187812,0,6.95619E-05,7.5,40.47
 02/22  03:00:00,6.40114E-05,3.20984E-05,0.000208371,5.35808E-06,0.000187812,0,0.000103249,6.9,38.7
 02/22  04:00:00,6.40114E-05,3.39851E-05,0.000220258,1.33203E-05,0.000187812,0,0.000127232,6.7,38.6
 02/22  05:00:00,6.40114E-05,4.35754E-05,0.000228711,2.98953E-05,0.000187812,0,0.000147504,6.4,38.45
 02/22  06:00:00,0.000126566,0,0,4.74808E-05,0.000187812,0,0.000159557,6.3,41.14
 02/22  07:00:00,0.000191138,5.15654E-07,2.96791E-08,6.01536E-05,0.000187812,0.000130176,0.000660725,6.1,50.68
 02/22  08:00:00,0.000209037,0.000178475,0,0.000304353,5.52844E-05,8.67837E-05,0.000457207,6.2,54.95
 02/22  09:00:00,0.000213157,0.000240119,0.000103838,0.000275182,8.60779E-05,0,5.9426E-06,7.7,56.4
 02/22  10:00:00,0.000181143,0.000323531,8.35403E-05,0.000245794,0.000104232,0,2.88952E-05,8.7,54.69
 02/22  11:00:00,0.000174586,0.000133194,5.41201E-05,0.000244961,0.000147143,0,6.17211E-06,10.5,53.27
 02/22  12:00:00,0.000141984,3.34129E-05,0.000110529,0.000205478,0.000123647,0,0,11.4,52.59
 02/22  13:00:00,0.000129619,1.60292E-05,0.00019848,0.000144045,8.25117E-05,0.000173567,6.51476E-05,12.7,50.08
 02/22  14:00:00,0.000107299,2.01337E-05,9.59023E-05,0.0001156,0.000135804,8.67837E-05,3.25738E-05,13.8,48.66
 02/22  15:00:00,7.0992E-05,2.90773E-05,6.83911E-08,0.000107897,0.000100129,0,0,14.8,47.68
 02/22  16:00:00,6.33608E-05,2.80719E-05,1.40949E-07,0.000150311,0.000103653,0,0,15.2,47.1
 02/22  17:00:00,7.35016E-05,2.12722E-05,8.55472E-08,0.000132329,0.000110236,0,0,14.8,48.79
 02/22  18:00:00,6.52261E-05,5.93602E-06,0,1.46905E-06,0.000128903,8.67837E-05,3.25738E-05,13.8,51.74
 02/22  19:00:00,7.29071E-05,0,2.18452E-05,0,0.000110298,0.000173567,6.51476E-05,12.7,53.05
 02/22  20:00:00,6.81721E-05,5.84831E-07,1.99338E-05,1.3213E-05,2.95817E-05,0.000173567,6.51476E-05,11.8,52.61
 02/22  21:00:00,5.64148E-05,0,8.49182E-05,0,0,0.000173567,6.51476E-05,10.8,50.82
 02/22  22:00:00,6.88481E-05,0,0.000203268,3.36247E-06,0.000187812,0.000216959,0.00011309,9.9,43.38
 02/22  23:00:00,6.40688E-05,0,2.16269E-05,8.35618E-06,0.000187812,0,0,9,44.4
 02/22  24:00:00,6.40114E-05,3.20984E-05,0.000221908,3.66483E-05,0.000187812,0,0,8,40.9
 02/23  01:00:00,6.40114E-05,3.20984E-05,0.000263555,7.47941E-05,0.000187812,0,0,7,42.78
 02/23  02:00:00,6.40114E-05,7.4483E-05,0.000305137,0.000109681,0.000187812,0,7.20834E-06,5.9,43.14
 02/23  03:00:00,6.40114E-05,0.000186917,0.000347873,0.000143222,0.000187812,0,7.90118E-05,4.7,38.39
 02/23  04:00:00,6.40114E-05,0.000281249,0.000379901,0.000170932,0.000187812,0,0.000130538,4.1,37.58
 02/23  05:00:00,6.40114E-05,0.000355772,0.000403501,0.000192558,0.000187812,0,0.000164085,3.5,37.55
 02/23  06:00:00,6.40114E-05,0.000418812,0.000423846,0.000209225,0.000187812,0,0.000183927,3.1,37.64
 02/23  07:00:00,0.000173054,1.9125E-05,1.65604E-06,0.000225989,0.000187812,0.000130176,0.000680671,2.6,39.07
 02/23  08:00:00,0.000214911,0.000301261,0,0.000395742,8.04305E-05,8.67837E-05,0.000474363,2.6,43.95
 02/23  09:00:00,0.000233774,0.000319811,0.00014903,0.00041363,6.39489E-05,0,1.55942E-06,3.2,45.98
